split,variant,alpha_seed,gamma,knn,prop_alpha,macro_f1,per_class_f1,counts
middle_ratio,quota,1.0,2.0,50,0.9,0.7087289663347449,"{'0': 0.8179959100204499, '1': 0.7916666666666666, '2': 0.5165243223171184}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,2.0,120,0.5,0.7030511610163144,"{'0': 0.8007901352807375, '1': 0.8111718275652702, '2': 0.49719152020293533}","{'0': 7904, '1': 2853, '2': 2826}"
middle_ratio,quota,1.0,2.0,120,0.5,0.7024050180320822,"{'0': 0.8135650988411725, '1': 0.7897509578544061, '2': 0.5038989974006683}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,2.0,120,0.75,0.7053054788192772,"{'0': 0.7997107736804049, '1': 0.8123861566484517, '2': 0.503819506128975}","{'0': 7794, '1': 2853, '2': 2936}"
middle_ratio,quota,1.0,2.0,120,0.75,0.7053525499861197,"{'0': 0.815723699159282, '1': 0.7897509578544061, '2': 0.5105829929446714}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,1.0,2.0,120,0.9,0.7049552178078908,"{'0': 0.7972163388804842, '1': 0.8123861566484517, '2': 0.5052631578947369}","{'0': 7723, '1': 2853, '2': 3007}"
middle_ratio,quota,1.0,2.0,120,0.9,0.7077590790770724,"{'0': 0.8173142467620995, '1': 0.7916666666666666, '2': 0.5142963238024508}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,0.7,20,0.5,0.7066119320939827,"{'0': 0.8130846619991763, '1': 0.8126649076517151, '2': 0.49408622663105684}","{'0': 8195, '1': 2839, '2': 2549}"
middle_ratio,quota,5.0,0.7,20,0.5,0.7100293758689159,"{'0': 0.8162917518745739, '1': 0.8199233716475096, '2': 0.49387300408466395}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,0.7,20,0.75,0.7053817467125771,"{'0': 0.8078361531611754, '1': 0.8115649009300445, '2': 0.4967441860465116}","{'0': 8043, '1': 2858, '2': 2682}"
middle_ratio,quota,5.0,0.7,20,0.75,0.7110554621367527,"{'0': 0.8162917518745739, '1': 0.8204022988505747, '2': 0.49647233568510957}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,0.7,20,0.9,0.705367810378276,"{'0': 0.8065917068237254, '1': 0.8117290192113246, '2': 0.4977827050997783}","{'0': 8007, '1': 2857, '2': 2719}"
middle_ratio,quota,5.0,0.7,20,0.9,0.7122688938344299,"{'0': 0.8167461940468076, '1': 0.821360153256705, '2': 0.4987003341997772}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,0.7,50,0.5,0.7083716456962685,"{'0': 0.815253740099736, '1': 0.8123602358202887, '2': 0.49750096116878123}","{'0': 8243, '1': 2831, '2': 2509}"
middle_ratio,quota,5.0,0.7,50,0.5,0.7110612449561152,"{'0': 0.820608952510793, '1': 0.8194444444444444, '2': 0.49313033791310806}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,0.7,50,0.75,0.7099903055702669,"{'0': 0.8152071563088512, '1': 0.8103727714748784, '2': 0.5043909889270713}","{'0': 8190, '1': 2848, '2': 2545}"
middle_ratio,quota,5.0,0.7,50,0.75,0.7144594417382809,"{'0': 0.8199272892524426, '1': 0.8199233716475096, '2': 0.5035276643148905}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,0.7,50,0.9,0.707758702203075,"{'0': 0.8089927630798434, '1': 0.8129817444219067, '2': 0.5013015991074748}","{'0': 8056, '1': 2842, '2': 2685}"
middle_ratio,quota,5.0,0.7,50,0.9,0.7129113346131154,"{'0': 0.8178822994773916, '1': 0.8199233716475096, '2': 0.5009283327144448}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,0.7,120,0.5,0.7115496549209065,"{'0': 0.8204829114662312, '1': 0.8131868131868132, '2': 0.5009792401096749}","{'0': 8344, '1': 2826, '2': 2413}"
middle_ratio,quota,5.0,0.7,120,0.5,0.7113410736720848,"{'0': 0.8236764371733697, '1': 0.8194444444444444, '2': 0.4909023393984404}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,0.7,120,0.75,0.7099927557942752,"{'0': 0.8157014610103855, '1': 0.8141809290953546, '2': 0.5000958772770854}","{'0': 8241, '1': 2820, '2': 2522}"
middle_ratio,quota,5.0,0.7,120,0.75,0.7122232815466694,"{'0': 0.8203817314246762, '1': 0.8194444444444444, '2': 0.4968436687708875}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,0.7,120,0.9,0.7131780252843001,"{'0': 0.8164344912713807, '1': 0.8156766687078996, '2': 0.5074229158736201}","{'0': 8211, '1': 2811, '2': 2561}"
middle_ratio,quota,5.0,0.7,120,0.9,0.7152021079098367,"{'0': 0.8199272892524426, '1': 0.8199233716475096, '2': 0.5057556628295581}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,1.2,20,0.5,0.7068221116824329,"{'0': 0.8130885122410546, '1': 0.8129058441558441, '2': 0.4944719786504003}","{'0': 8190, '1': 2840, '2': 2553}"
middle_ratio,quota,5.0,1.2,20,0.5,0.709953635506877,"{'0': 0.8160645307884572, '1': 0.8199233716475096, '2': 0.49387300408466395}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,1.2,20,0.75,0.7052740458268086,"{'0': 0.8074135677794939, '1': 0.8115649009300445, '2': 0.4968436687708875}","{'0': 8032, '1': 2858, '2': 2693}"
middle_ratio,quota,5.0,1.2,20,0.75,0.7114606544530361,"{'0': 0.8161781413315156, '1': 0.821360153256705, '2': 0.4968436687708875}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,1.2,20,0.9,0.7067279218907329,"{'0': 0.8071198952256221, '1': 0.8128797083839611, '2': 0.5001841620626151}","{'0': 7996, '1': 2850, '2': 2737}"
middle_ratio,quota,5.0,1.2,20,0.9,0.7124305417107086,"{'0': 0.816859804589866, '1': 0.821360153256705, '2': 0.49907166728555513}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,1.2,50,0.5,0.7121822477513811,"{'0': 0.8205696941396218, '1': 0.8123602358202887, '2': 0.5036168132942327}","{'0': 8330, '1': 2831, '2': 2422}"
middle_ratio,quota,5.0,1.2,50,0.5,0.7124347386250168,"{'0': 0.8243581004317201, '1': 0.8194444444444444, '2': 0.493501670998886}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,1.2,50,0.75,0.7051565487698799,"{'0': 0.8079957292840619, '1': 0.8116646415552855, '2': 0.4958092754702924}","{'0': 8057, '1': 2850, '2': 2676}"
middle_ratio,quota,5.0,1.2,50,0.75,0.7105725239831736,"{'0': 0.8160645307884572, '1': 0.8199233716475096, '2': 0.4957296695135537}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,1.2,50,0.9,0.7064886990577864,"{'0': 0.8071615512729003, '1': 0.8115649009300445, '2': 0.5007396449704142}","{'0': 8010, '1': 2858, '2': 2715}"
middle_ratio,quota,5.0,1.2,50,0.9,0.7124305417107086,"{'0': 0.816859804589866, '1': 0.821360153256705, '2': 0.49907166728555513}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,1.2,120,0.5,0.7118909238858494,"{'0': 0.8206264947792101, '1': 0.8131868131868132, '2': 0.5018594636915248}","{'0': 8341, '1': 2826, '2': 2416}"
middle_ratio,quota,5.0,1.2,120,0.5,0.7115027215483636,"{'0': 0.823790047716428, '1': 0.8194444444444444, '2': 0.4912736724842183}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,1.2,120,0.75,0.7103277221325266,"{'0': 0.8157693439246837, '1': 0.8121580547112462, '2': 0.5030557677616501}","{'0': 8193, '1': 2847, '2': 2543}"
middle_ratio,quota,5.0,1.2,120,0.75,0.7138885905952047,"{'0': 0.8197000681663258, '1': 0.8199233716475096, '2': 0.5020423319717787}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,1.2,120,0.9,0.7076528326606565,"{'0': 0.8091820392668604, '1': 0.8133116883116883, '2': 0.5004647704034207}","{'0': 8057, '1': 2840, '2': 2686}"
middle_ratio,quota,5.0,1.2,120,0.9,0.7131887382836252,"{'0': 0.8175414678482164, '1': 0.8218390804597702, '2': 0.500185666542889}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,2.0,20,0.5,0.7059340967590554,"{'0': 0.8124410933081998, '1': 0.8111718275652702, '2': 0.49418936940369596}","{'0': 8174, '1': 2853, '2': 2556}"
middle_ratio,quota,5.0,2.0,20,0.5,0.7097919876305981,"{'0': 0.8159509202453987, '1': 0.8199233716475096, '2': 0.493501670998886}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,2.0,20,0.75,0.7054464959932147,"{'0': 0.8074681888452848, '1': 0.8109090909090909, '2': 0.4979622082252686}","{'0': 8016, '1': 2862, '2': 2705}"
middle_ratio,quota,5.0,2.0,20,0.75,0.7116223023293147,"{'0': 0.8162917518745739, '1': 0.821360153256705, '2': 0.49721500185666545}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,2.0,20,0.9,0.7073020850603616,"{'0': 0.80660940109759, '1': 0.8125506072874494, '2': 0.5027462467960454}","{'0': 7962, '1': 2852, '2': 2769}"
middle_ratio,quota,5.0,2.0,20,0.9,0.7158988819993449,"{'0': 0.8193592365371506, '1': 0.8218390804597702, '2': 0.506498329001114}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,2.0,50,0.5,0.7112168613434117,"{'0': 0.8197507751711227, '1': 0.8111718275652702, '2': 0.5027279812938426}","{'0': 8291, '1': 2853, '2': 2439}"
middle_ratio,quota,5.0,2.0,50,0.5,0.7125943810260386,"{'0': 0.8243581004317201, '1': 0.8199233716475096, '2': 0.493501670998886}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,2.0,50,0.75,0.7053284138540281,"{'0': 0.8074844074844075, '1': 0.8115649009300445, '2': 0.4969359331476323}","{'0': 8033, '1': 2858, '2': 2692}"
middle_ratio,quota,5.0,2.0,50,0.75,0.7117819447303365,"{'0': 0.8162917518745739, '1': 0.8218390804597702, '2': 0.49721500185666545}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,2.0,50,0.9,0.7072630571573385,"{'0': 0.8068690000596267, '1': 0.8118932038834952, '2': 0.5030269675288938}","{'0': 7969, '1': 2856, '2': 2758}"
middle_ratio,quota,5.0,2.0,50,0.9,0.7144061809318165,"{'0': 0.8182231311065666, '1': 0.8218390804597702, '2': 0.5031563312291125}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,2.0,120,0.5,0.7118246163974679,"{'0': 0.820551788636895, '1': 0.8119935170178282, '2': 0.5029285435376806}","{'0': 8306, '1': 2848, '2': 2429}"
middle_ratio,quota,5.0,2.0,120,0.5,0.712271085273481,"{'0': 0.8241308793456033, '1': 0.8199233716475096, '2': 0.4927590048273301}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,2.0,120,0.75,0.7053284138540281,"{'0': 0.8074844074844075, '1': 0.8115649009300445, '2': 0.4969359331476323}","{'0': 8033, '1': 2858, '2': 2692}"
middle_ratio,quota,5.0,2.0,120,0.75,0.7117819447303365,"{'0': 0.8162917518745739, '1': 0.8218390804597702, '2': 0.49721500185666545}","{'0': 8802, '1': 2088, '2': 2693}"
middle_ratio,raw,5.0,2.0,120,0.9,0.7076050248889114,"{'0': 0.8075, '1': 0.8125506072874494, '2': 0.5027644673792849}","{'0': 7998, '1': 2852, '2': 2733}"
middle_ratio,quota,5.0,2.0,120,0.9,0.7142445330555377,"{'0': 0.8181095205635083, '1': 0.8218390804597702, '2': 0.5027849981433345}","{'0': 8802, '1': 2088, '2': 2693}"
