split,model,variant,weight_mode,alpha,active_rows,macro_f1,per_class_f1,pred_counts
suffix_ratio,nb_full,raw,front5000,5.0,15000,0.35919516471293683,"{'0': 0.6937773882559158, '1': 0.040154440154440155, '2': 0.3436536657284546}","{'0': 8313, '1': 502, '2': 4768}"
suffix_ratio,nb_full,quota,front5000,5.0,15000,0.40875448512545726,"{'0': 0.7176778004998864, '1': 0.2092911877394636, '2': 0.2992944671370219}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full_single,raw,front5000,0.5,15000,0.3594142718879325,"{'0': 0.693593640402151, '1': 0.04010798303123795, '2': 0.3445411922304086}","{'0': 8306, '1': 505, '2': 4772}"
suffix_ratio,nb_full_single,quota,front5000,0.5,15000,0.3986361072029377,"{'0': 0.7213133378777551, '1': 0.14559386973180077, '2': 0.32900111399925736}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full_single,raw,front5000,5.0,15000,0.3594142718879325,"{'0': 0.693593640402151, '1': 0.04010798303123795, '2': 0.3445411922304086}","{'0': 8306, '1': 505, '2': 4772}"
suffix_ratio,nb_full_single,quota,front5000,5.0,15000,0.3983885518124191,"{'0': 0.7213133378777551, '1': 0.14559386973180077, '2': 0.32825844782770147}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,front9000,0.05,26986,0.36271672490216833,"{'0': 0.6744028146410715, '1': 0.04354032833690221, '2': 0.3702070317285312}","{'0': 7399, '1': 714, '2': 5470}"
suffix_ratio,exact_posterior,quota,front9000,0.05,26986,0.41764395441049923,"{'0': 0.7350602135878209, '1': 0.17624521072796934, '2': 0.3416264389157074}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,front9000,0.5,26986,0.36271672490216833,"{'0': 0.6744028146410715, '1': 0.04354032833690221, '2': 0.3702070317285312}","{'0': 7399, '1': 714, '2': 5470}"
suffix_ratio,exact_posterior,quota,front9000,0.5,26986,0.4154678644036505,"{'0': 0.7359690979322882, '1': 0.1728927203065134, '2': 0.33754177497215004}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,front9000,2.0,26986,0.36271672490216833,"{'0': 0.6744028146410715, '1': 0.04354032833690221, '2': 0.3702070317285312}","{'0': 7399, '1': 714, '2': 5470}"
suffix_ratio,exact_posterior,quota,front9000,2.0,26986,0.4156306788572368,"{'0': 0.735628266303113, '1': 0.16666666666666666, '2': 0.3445971036019309}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,front9000,10.0,26986,0.3707456742215454,"{'0': 0.7100653292478465, '1': 0.039301310043668124, '2': 0.3628703833731218}","{'0': 8495, '1': 660, '2': 4428}"
suffix_ratio,exact_posterior,quota,front9000,10.0,26986,0.4048703227621844,"{'0': 0.7268802544876165, '1': 0.15613026819923373, '2': 0.3316004455997029}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_single,raw,front9000,0.5,26986,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
suffix_ratio,nb_single,quota,front9000,0.5,26986,0.4119800357397876,"{'0': 0.7426721199727335, '1': 0.09482758620689655, '2': 0.39844040103973266}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_single,raw,front9000,5.0,26986,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
suffix_ratio,nb_single,quota,front9000,5.0,26986,0.4119800357397876,"{'0': 0.7426721199727335, '1': 0.09482758620689655, '2': 0.39844040103973266}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full,raw,front9000,0.5,26986,0.38583350746172007,"{'0': 0.7468389684175347, '1': 0.04206500956022945, '2': 0.3685965444073962}","{'0': 9151, '1': 527, '2': 3905}"
suffix_ratio,nb_full,quota,front9000,0.5,26986,0.4067653280094716,"{'0': 0.7236991592819814, '1': 0.12452107279693486, '2': 0.3720757519494987}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full,raw,front9000,5.0,26986,0.38583350746172007,"{'0': 0.7468389684175347, '1': 0.04206500956022945, '2': 0.3685965444073962}","{'0': 9151, '1': 527, '2': 3905}"
suffix_ratio,nb_full,quota,front9000,5.0,26986,0.4067653280094716,"{'0': 0.7236991592819814, '1': 0.12452107279693486, '2': 0.3720757519494987}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full_single,raw,front9000,0.5,26986,0.38553806482193664,"{'0': 0.7409865571741943, '1': 0.041040674239648224, '2': 0.37458696305196754}","{'0': 8977, '1': 641, '2': 3965}"
suffix_ratio,nb_full_single,quota,front9000,0.5,26986,0.40915156680179626,"{'0': 0.7355146557600545, '1': 0.14511494252873564, '2': 0.3468251021165986}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full_single,raw,front9000,5.0,26986,0.38553806482193664,"{'0': 0.7409865571741943, '1': 0.041040674239648224, '2': 0.37458696305196754}","{'0': 8977, '1': 641, '2': 3965}"
suffix_ratio,nb_full_single,quota,front9000,5.0,26986,0.409027789106537,"{'0': 0.7355146557600545, '1': 0.14511494252873564, '2': 0.34645376903082065}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,frac0.5,0.05,17241,0.37407979529671626,"{'0': 0.7178274907749077, '1': 0.03925845147219193, '2': 0.3651534436430491}","{'0': 8542, '1': 663, '2': 4378}"
suffix_ratio,exact_posterior,quota,frac0.5,0.05,17241,0.40369298937667836,"{'0': 0.722449443308339, '1': 0.15517241379310345, '2': 0.33345711102859266}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,frac0.5,0.5,17241,0.37407979529671626,"{'0': 0.7178274907749077, '1': 0.03925845147219193, '2': 0.3651534436430491}","{'0': 8542, '1': 663, '2': 4378}"
suffix_ratio,exact_posterior,quota,frac0.5,0.5,17241,0.40369298937667836,"{'0': 0.722449443308339, '1': 0.15517241379310345, '2': 0.33345711102859266}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,frac0.5,2.0,17241,0.37407979529671626,"{'0': 0.7178274907749077, '1': 0.03925845147219193, '2': 0.3651534436430491}","{'0': 8542, '1': 663, '2': 4378}"
suffix_ratio,exact_posterior,quota,frac0.5,2.0,17241,0.40881968955963605,"{'0': 0.7264258123153828, '1': 0.15469348659003831, '2': 0.3453397697734868}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,frac0.5,10.0,17241,0.3816594794930443,"{'0': 0.7521358278360549, '1': 0.03765227021040975, '2': 0.3551903404326681}","{'0': 9692, '1': 621, '2': 3270}"
suffix_ratio,exact_posterior,quota,frac0.5,10.0,17241,0.40777550831151915,"{'0': 0.7292660758918428, '1': 0.1446360153256705, '2': 0.3494244337170442}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_single,raw,frac0.5,0.5,17241,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
suffix_ratio,nb_single,quota,frac0.5,0.5,17241,0.41321058374387953,"{'0': 0.7406271301976823, '1': 0.09722222222222222, '2': 0.4017823988117341}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_single,raw,frac0.5,5.0,17241,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
suffix_ratio,nb_single,quota,frac0.5,5.0,17241,0.41321058374387953,"{'0': 0.7406271301976823, '1': 0.09722222222222222, '2': 0.4017823988117341}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full,raw,frac0.5,0.5,17241,0.3850829998353369,"{'0': 0.7567832625040863, '1': 0.039953899346907414, '2': 0.35851183765501693}","{'0': 9552, '1': 515, '2': 3516}"
suffix_ratio,nb_full,quota,frac0.5,0.5,17241,0.4175851443910812,"{'0': 0.7250624857986822, '1': 0.17863984674329503, '2': 0.34905310063126627}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full,raw,frac0.5,5.0,17241,0.3850829998353369,"{'0': 0.7567832625040863, '1': 0.039953899346907414, '2': 0.35851183765501693}","{'0': 9552, '1': 515, '2': 3516}"
suffix_ratio,nb_full,quota,frac0.5,5.0,17241,0.4175851443910812,"{'0': 0.7250624857986822, '1': 0.17863984674329503, '2': 0.34905310063126627}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full_single,raw,frac0.5,0.5,17241,0.38670364632000465,"{'0': 0.7597674292234962, '1': 0.039953899346907414, '2': 0.36038961038961037}","{'0': 9601, '1': 515, '2': 3467}"
suffix_ratio,nb_full_single,quota,frac0.5,0.5,17241,0.42267308809491105,"{'0': 0.7456259940922517, '1': 0.16331417624521072, '2': 0.3590790939472707}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full_single,raw,frac0.5,5.0,17241,0.38670364632000465,"{'0': 0.7597674292234962, '1': 0.039953899346907414, '2': 0.36038961038961037}","{'0': 9601, '1': 515, '2': 3467}"
suffix_ratio,nb_full_single,quota,frac0.5,5.0,17241,0.42255131587490885,"{'0': 0.7457396046353102, '1': 0.16283524904214558, '2': 0.3590790939472707}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,decay3.0,0.05,34482,0.36717261110284377,"{'0': 0.689047216519744, '1': 0.044460380064539264, '2': 0.36801023672424826}","{'0': 7760, '1': 701, '2': 5122}"
suffix_ratio,exact_posterior,quota,decay3.0,0.05,34482,0.40242382418446215,"{'0': 0.7281299704612588, '1': 0.15756704980842912, '2': 0.32157445228369846}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,decay3.0,0.5,34482,0.36871110398507906,"{'0': 0.6947858250805393, '1': 0.04404332129963899, '2': 0.36730416557505896}","{'0': 7960, '1': 682, '2': 4941}"
suffix_ratio,exact_posterior,quota,decay3.0,0.5,34482,0.39423490875759426,"{'0': 0.7190411270165872, '1': 0.1613984674329502, '2': 0.30226513182324544}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,decay3.0,2.0,34482,0.3722124148400318,"{'0': 0.712867859203693, '1': 0.040697674418604654, '2': 0.36307171089779783}","{'0': 8528, '1': 664, '2': 4391}"
suffix_ratio,exact_posterior,quota,decay3.0,2.0,34482,0.3983045557004871,"{'0': 0.7185866848443535, '1': 0.15660919540229884, '2': 0.3197177868548088}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,exact_posterior,raw,decay3.0,10.0,34482,0.3739500709192402,"{'0': 0.7534079456850369, '1': 0.03766617429837518, '2': 0.33077609277430864}","{'0': 10051, '1': 620, '2': 2912}"
suffix_ratio,exact_posterior,quota,decay3.0,10.0,34482,0.42392392033622955,"{'0': 0.7494887525562373, '1': 0.19588122605363983, '2': 0.32640178239881174}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_single,raw,decay3.0,0.5,34482,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
suffix_ratio,nb_single,quota,decay3.0,0.5,34482,0.411536553672282,"{'0': 0.73937741422404, '1': 0.09530651340996169, '2': 0.39992573338284443}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_single,raw,decay3.0,5.0,34482,0.2621398257761894,"{'0': 0.7864194773285682, '1': 0.0, '2': 0.0}","{'0': 13583, '1': 0, '2': 0}"
suffix_ratio,nb_single,quota,decay3.0,5.0,34482,0.411536553672282,"{'0': 0.73937741422404, '1': 0.09530651340996169, '2': 0.39992573338284443}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full,raw,decay3.0,0.5,34482,0.38486399625553336,"{'0': 0.7456477000945547, '1': 0.04339550818424058, '2': 0.36554878048780487}","{'0': 9177, '1': 539, '2': 3867}"
suffix_ratio,nb_full,quota,decay3.0,0.5,34482,0.40037706496512326,"{'0': 0.7225630538513974, '1': 0.12691570881226052, '2': 0.35165243223171183}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full,raw,decay3.0,5.0,34482,0.38486399625553336,"{'0': 0.7456477000945547, '1': 0.04339550818424058, '2': 0.36554878048780487}","{'0': 9177, '1': 539, '2': 3867}"
suffix_ratio,nb_full,quota,decay3.0,5.0,34482,0.40037706496512326,"{'0': 0.7225630538513974, '1': 0.12691570881226052, '2': 0.35165243223171183}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full_single,raw,decay3.0,0.5,34482,0.3845744185803512,"{'0': 0.7454100367197063, '1': 0.041189931350114416, '2': 0.36712328767123287}","{'0': 9172, '1': 534, '2': 3877}"
suffix_ratio,nb_full_single,quota,decay3.0,0.5,34482,0.41024644403500216,"{'0': 0.7318791183821859, '1': 0.1527777777777778, '2': 0.3460824359450427}","{'0': 8802, '1': 2088, '2': 2693}"
suffix_ratio,nb_full_single,raw,decay3.0,5.0,34482,0.3845744185803512,"{'0': 0.7454100367197063, '1': 0.041189931350114416, '2': 0.36712328767123287}","{'0': 9172, '1': 534, '2': 3877}"
suffix_ratio,nb_full_single,quota,decay3.0,5.0,34482,0.410679339380104,"{'0': 0.7322199500113611, '1': 0.15373563218390804, '2': 0.3460824359450427}","{'0': 8802, '1': 2088, '2': 2693}"
